record_id,date,service,shift,patients_accueillis,personnel_present,actes_realises,temps_attente_moy_min,duree_moyenne_prise_en_charge_min,taux_occupation_lits_pct,satisfaction_patient_pct,cout_service_mad,revenu_service_mad,nb_incidents,nb_absences_personnel,productivite_actes_par_personne,statut_service,marge_service_mad
HOSP-00900,2026-01-27,Bloc opératoire,Nuit,107.0,21.0,123.0,63.4,24.2,68.35,82.86,,16995.62,0,0,5.86,Normal,-29513.820000000003
HOSP-00901,2026-02-13,Pédiatrie,Nuit,142.0,18.0,190.0,46.8,49.1,65.73,96.12,37907.28,62986.28,0,2,10.56,Normal,25079.0
HOSP-00902,2026-03-24,Médecine interne,Après-midi,183.0,36.0,234.0,20.8,77.4,48.98,79.92,29315.91,19507.89,0,3,6.5,Normal,-9808.02
HOSP-00903,2026-02-20,Laboratoire,Matin,139.0,7.0,162.0,59.3,73.6,77.74,76.35,22195.19,47939.53,1,0,23.14,Normal,25744.34
HOSP-00904,2026-05-05,Pédiatrie,Matin,141.0,27.0,123.0,78.6,74.8,54.08,58.3,59083.49,51048.12,0,0,4.56,Saturé,-8035.369999999995
HOSP-00905,2026-01-14,Urgences,Matin,113.0,8.0,147.0,67.1,47.8,95.89,74.09,27801.9,82368.36,0,0,18.38,Saturé,54566.46
HOSP-00906,2026-06-26,Consultation,Après-midi,99.0,24.0,132.0,38.8,72.9,62.55,86.7,49546.02,50253.9,0,0,5.5,Normal,707.8800000000047
HOSP-00907,2026-02-24,Urgences,Matin,240.0,44.0,219.0,60.3,71.3,92.99,87.62,58294.62,83163.57,0,0,4.98,Normal,24868.950000000004
HOSP-00908,2026-05-03,Laboratoire,Après-midi,132.0,30.0,128.0,40.3,81.4,86.08,89.18,35391.79,24427.73,0,0,4.27,Sous tension,-10964.060000000001
HOSP-00909,2026-04-26,Consultation,Matin,69.0,35.0,60.0,68.1,-15.1,79.89,69.66,32290.9,11232.87,2,0,1.71,Normal,-21058.03
HOSP-00910,2026-05-21,Pédiatrie,Nuit,76.0,14.0,73.0,60.4,49.4,54.73,68.76,8469.9,18757.14,0,0,5.21,Sous tension,10287.24
HOSP-00911,2026-06-10,Laboratoire,Nuit,232.0,14.0,208.0,50.6,44.0,89.31,82.85,60690.98,51307.66,0,0,14.86,Critique,-9383.32
HOSP-00912,2026-04-12,Cardiologie,Nuit,187.0,18.0,,49.3,78.0,100.79,57.88,9681.5,78040.2,0,1,9.61,Sous tension,68358.7
HOSP-00913,2026-06-08,Médecine interne,Après-midi,174.0,8.0,202.0,86.2,62.3,99.49,64.72,28164.43,66268.29,0,1,25.25,Normal,38103.85999999999
HOSP-00914,2026-05-19,Bloc opératoire,Nuit,211.0,21.0,160.0,59.1,63.5,78.8,81.19,10146.43,29511.86,0,0,7.62,Saturé,19365.43
HOSP-00915,2026-03-13,Urgences,Nuit,177.0,26.0,187.0,25.4,53.8,88.58,67.86,66644.81,39749.88,1,1,7.19,Sous tension,-26894.93
HOSP-00916,2026-06-12,Pédiatrie,Après-midi,163.0,29.0,113.0,24.8,9.0,105.62,76.75,25826.22,52056.85,1,4,3.9,Critique,26230.629999999997
HOSP-00917,2026-02-13,Bloc opératoire,Nuit,238.0,29.0,166.0,51.6,76.1,78.08,,30620.23,20434.82,1,0,5.72,Normal,-10185.41
HOSP-00918,2026-01-13,Urgences,Nuit,58.0,18.0,65.0,45.4,12.6,86.35,79.37,64672.07,66488.83,0,1,3.61,Normal,1816.760000000002
HOSP-00919,2026-06-29,Urgences,Nuit,135.0,41.0,150.0,53.6,41.7,61.98,,59004.0,22956.78,0,1,3.66,Normal,-36047.22
HOSP-00920,2026-05-15,Pédiatrie,Nuit,146.0,25.0,184.0,91.9,49.0,50.03,65.58,32899.17,23489.91,2,1,7.36,Saturé,-9409.259999999998
HOSP-00921,2026-02-20,Bloc opératoire,Matin,31.0,28.0,26.0,1.0,71.9,46.02,69.17,28540.25,83661.43,0,1,0.93,Critique,55121.17999999999
HOSP-00922,2026-02-09,Laboratoire,Matin,67.0,23.0,77.0,53.4,18.7,55.15,66.5,54153.38,21434.35,0,2,3.35,Normal,-32719.03
HOSP-00923,2026-05-28,Consultation,Nuit,33.0,21.0,33.0,32.2,58.8,96.4,73.6,43934.75,38792.18,1,1,1.57,Saturé,-5142.57
HOSP-00924,2026-06-13,Médecine interne,Nuit,158.0,15.0,210.0,85.7,47.5,77.7,72.0,39719.77,10662.48,0,0,14.0,Normal,-29057.289999999997
HOSP-00925,2026-05-02,Cardiologie,Après-midi,33.0,19.0,36.0,1.0,38.0,98.45,80.26,25621.98,49395.45,1,0,1.89,Saturé,23773.469999999998
HOSP-00926,2026-04-16,Radiologie,Nuit,115.0,13.0,91.0,42.2,19.2,101.64,70.88,53872.09,42444.31,1,1,7.0,Saturé,-11427.779999999999
HOSP-00927,2026-06-11,Pédiatrie,Après-midi,131.0,27.0,137.0,10.8,67.5,79.35,97.0,51869.52,91754.51,1,0,5.07,Normal,39884.99
HOSP-00928,2026-06-16,Urgences,Après-midi,26.0,35.0,28.0,47.2,69.5,97.84,69.54,14574.78,69912.02,0,1,0.8,Normal,55337.240000000005
HOSP-00929,2026-02-11,Pédiatrie,Après-midi,151.0,39.0,120.0,53.3,76.1,49.67,73.96,11332.13,18464.18,0,0,3.08,Normal,7132.050000000001
HOSP-00930,2026-05-07,Urgences,Nuit,248.0,20.0,294.0,59.1,59.7,55.77,71.6,15956.52,5802.46,1,2,14.7,Saturé,-10154.060000000001
HOSP-00931,2026-01-19,Médecine interne,Après-midi,203.0,43.0,180.0,67.2,20.7,74.68,72.34,65639.09,29153.67,1,1,4.19,Critique,-36485.42
HOSP-00932,2026-06-07,Urgences,Matin,94.0,32.0,91.0,38.4,67.8,58.17,85.15,17389.17,11495.94,1,0,2.84,Saturé,-5893.229999999998
HOSP-00933,2026-01-28,Consultation,Matin,128.0,30.0,151.0,25.7,67.4,105.98,63.93,40022.32,38341.04,0,1,5.03,Normal,-1681.2799999999988
HOSP-00934,2026-02-10,Cardiologie,Après-midi,55.0,38.0,48.0,68.6,42.2,88.09,88.14,5680.87,39790.08,0,3,1.26,Normal,34109.21
HOSP-00935,2026-04-17,Radiologie,Matin,28.0,34.0,20.0,12.6,46.0,89.72,68.06,32834.75,14819.53,0,1,0.59,Saturé,-18015.22
HOSP-00936,2026-05-26,Médecine interne,Nuit,144.0,6.0,194.0,66.4,28.9,78.2,81.15,5319.48,7290.68,1,0,32.33,Normal,1971.2000000000007
HOSP-00937,2026-04-05,Urgences,Après-midi,194.0,40.0,227.0,28.5,83.1,48.32,89.41,56844.22,88487.14,0,1,5.67,Sous tension,31642.92
HOSP-00938,2026-01-05,Consultation,Nuit,159.0,18.0,164.0,38.5,25.9,91.62,,23726.46,33202.53,1,1,9.11,Normal,9476.07
HOSP-00939,2026-03-20,Médecine interne,Après-midi,35.0,18.0,35.0,58.4,56.1,65.8,67.83,65761.45,69390.2,2,0,1.94,Saturé,3628.75
HOSP-00940,2026-05-20,Pédiatrie,Nuit,107.0,43.0,90.0,36.9,50.3,77.43,58.74,23211.82,75802.59,0,2,2.09,Sous tension,52590.77
HOSP-00941,2026-02-21,Radiologie,Après-midi,211.0,24.0,137.0,61.7,50.7,67.52,88.07,61646.68,46263.51,2,0,5.71,Sous tension,-15383.169999999998
HOSP-00942,2026-02-03,Laboratoire,Après-midi,17.0,12.0,11.0,81.2,43.9,104.23,70.34,19382.8,35188.27,2,2,0.92,Normal,15805.469999999998
HOSP-00943,2026-05-19,Radiologie,Nuit,139.0,40.0,150.0,83.7,47.0,64.92,76.95,33517.98,52090.92,1,0,3.75,Sous tension,18572.939999999995
HOSP-00944,2026-02-14,Bloc opératoire,Matin,148.0,27.0,109.0,22.1,79.4,101.6,72.84,46830.99,47725.1,0,1,4.04,Normal,894.1100000000006
HOSP-00945,2026-04-22,Laboratoire,Nuit,138.0,7.0,103.0,51.3,20.7,62.62,72.2,54121.42,18218.98,1,2,14.71,Normal,-35902.44
HOSP-00946,2026-02-01,Consultation,Nuit,64.0,5.0,47.0,27.9,26.4,95.73,68.45,53026.96,72197.66,0,2,9.4,Normal,19170.700000000004
HOSP-00947,2026-05-12,Bloc opératoire,Après-midi,81.0,7.0,59.0,75.9,55.9,48.41,77.53,20094.74,56607.64,0,0,8.43,Saturé,36512.899999999994
HOSP-00948,2026-05-09,Radiologie,Après-midi,119.0,20.0,122.0,43.4,72.6,46.06,85.22,42433.14,34793.41,1,1,6.1,Normal,-7639.729999999996
HOSP-00949,2026-05-18,Laboratoire,Nuit,142.0,10.0,144.0,65.6,75.1,45.0,77.58,13837.08,70088.61,1,0,14.4,Normal,56251.53
HOSP-00950,2026-02-17,Consultation,Nuit,244.0,7.0,320.0,113.6,54.0,50.34,77.77,51099.42,21492.61,0,1,45.71,Normal,-29606.809999999998
HOSP-00951,2026-04-10,Consultation,Après-midi,105.0,20.0,89.0,,39.8,78.04,96.33,42703.93,25983.57,0,0,4.45,Sous tension,-16720.36
HOSP-00952,2026-02-28,Radiologie,Matin,208.0,24.0,201.0,73.7,27.7,70.33,83.11,42252.98,71445.57,1,0,8.38,Sous tension,29192.590000000004
HOSP-00953,2026-01-24,Urgences,Matin,225.0,18.0,298.0,86.4,85.6,94.85,78.85,39216.13,84204.67,0,0,16.56,Normal,44988.54
HOSP-00954,2026-06-02,Urgences,Nuit,118.0,40.0,140.0,43.8,83.6,74.85,81.9,28007.3,31624.98,1,2,3.5,Sous tension,3617.6800000000003
HOSP-00955,2026-04-01,Consultation,Nuit,222.0,15.0,172.0,56.5,84.8,88.36,81.13,45754.16,81308.8,0,1,11.47,Normal,35554.64
HOSP-00956,2026-05-30,Urgences,Matin,257.0,18.0,234.0,97.3,37.2,73.05,76.78,15094.01,44342.08,0,1,13.0,Normal,29248.07
HOSP-00957,2026-03-30,Laboratoire,Nuit,44.0,8.0,44.0,24.9,32.9,97.43,58.7,38730.9,19993.43,0,2,5.5,Saturé,-18737.47
HOSP-00958,2026-04-26,Radiologie,Après-midi,110.0,13.0,140.0,60.0,30.7,95.65,95.03,60191.87,93796.53,1,0,10.77,Normal,33604.659999999996
HOSP-00959,2026-04-16,Bloc opératoire,Après-midi,45.0,4.0,42.0,74.8,82.0,94.64,68.76,65688.42,38307.12,0,1,10.5,Sous tension,-27381.299999999996
HOSP-00960,2026-06-20,Médecine interne,Après-midi,228.0,5.0,171.0,112.3,,50.71,52.55,2817.74,69674.98,1,3,34.2,Saturé,66857.23999999999
HOSP-00961,2026-03-26,Consultation,Matin,,38.0,11.0,29.0,70.4,80.55,81.4,16952.88,5828.1,0,0,0.29,Normal,-11124.78
HOSP-00962,2026-03-20,Laboratoire,Après-midi,225.0,15.0,175.0,53.1,59.7,51.89,85.68,35418.41,21172.53,1,1,11.67,Saturé,-14245.880000000005
HOSP-00963,2026-05-19,Consultation,Nuit,131.0,25.0,144.0,32.8,-0.1,78.1,82.1,20835.35,39934.89,3,2,5.76,Normal,19099.54
HOSP-00964,2026-06-27,Consultation,Après-midi,190.0,6.0,186.0,64.3,56.2,48.81,76.78,60630.36,7969.6,0,0,31.0,Normal,-52660.76
HOSP-00965,2026-04-01,Consultation,Matin,189.0,28.0,220.0,41.4,37.4,96.83,81.61,39348.15,6609.47,0,2,7.86,Normal,-32738.68
HOSP-00966,2026-05-30,Radiologie,Matin,174.0,14.0,114.0,59.4,51.3,46.82,72.13,59202.74,36553.74,0,2,8.14,Normal,-22649.0
HOSP-00967,2026-04-02,Radiologie,Après-midi,97.0,28.0,115.0,69.0,68.9,105.07,82.65,56945.42,12276.6,1,1,4.11,Normal,-44668.82
HOSP-00968,2026-05-23,Bloc opératoire,Matin,50.0,13.0,46.0,39.4,30.2,97.8,73.12,10066.16,90424.51,1,3,3.54,Saturé,80358.34999999999
HOSP-00969,2026-01-06,Pédiatrie,Après-midi,248.0,21.0,167.0,70.4,40.4,105.28,68.92,19953.17,34637.47,1,0,7.95,Saturé,14684.300000000003
HOSP-00970,2026-05-16,Médecine interne,Matin,107.0,13.0,102.0,14.7,80.7,79.42,77.28,54146.43,43179.07,0,0,7.85,Sous tension,-10967.36
HOSP-00971,2026-05-06,Urgences,Après-midi,27.0,37.0,20.0,26.9,65.8,51.43,76.73,40514.76,36648.8,4,0,0.54,Saturé,-3865.959999999999
HOSP-00972,2026-06-15,Consultation,Après-midi,15.0,10.0,12.0,43.5,84.5,60.56,78.98,64209.3,54193.97,1,0,1.2,Sous tension,-10015.330000000002
HOSP-00973,2026-05-24,Consultation,Matin,111.0,13.0,138.0,28.9,65.1,57.17,74.87,64582.54,60083.51,0,2,10.62,Saturé,-4499.029999999999
HOSP-00974,2026-04-21,Pédiatrie,Nuit,122.0,19.0,103.0,41.1,54.2,79.32,80.22,12294.37,62907.15,0,1,5.42,Saturé,50612.78
HOSP-00975,2026-03-17,Pédiatrie,Nuit,80.0,14.0,104.0,47.6,44.5,81.04,74.89,4192.07,33968.54,0,0,7.43,Saturé,29776.47
HOSP-00976,2026-02-28,Bloc opératoire,Après-midi,258.0,32.0,244.0,47.4,15.6,48.18,80.78,18798.68,7431.02,0,0,7.62,Normal,-11367.66
HOSP-00977,2026-01-19,Urgences,Matin,79.0,5.0,76.0,68.8,30.6,95.48,73.05,17000.12,71064.27,2,0,15.2,Normal,54064.15000000001
HOSP-00978,2026-05-12,Bloc opératoire,Nuit,245.0,35.0,286.0,35.0,61.4,92.15,92.67,40612.15,45713.31,1,0,8.17,Normal,5101.159999999996
HOSP-00979,2026-03-24,Bloc opératoire,Nuit,24.0,4.0,31.0,55.7,57.9,93.6,70.93,27152.47,19812.92,2,0,7.75,Sous tension,-7339.550000000003
HOSP-00980,2026-05-18,Médecine interne,Nuit,157.0,30.0,198.0,37.3,39.9,103.44,77.34,47288.29,74334.28,3,1,6.6,Normal,27045.989999999998
HOSP-00981,2026-03-22,Pédiatrie,Après-midi,67.0,13.0,62.0,55.8,38.2,94.18,79.62,16599.63,15557.1,0,0,4.77,Normal,-1042.5300000000007
HOSP-00982,2026-04-03,Radiologie,Nuit,177.0,20.0,214.0,30.5,29.1,52.86,75.15,38678.6,18240.84,0,0,10.7,Normal,-20437.76
HOSP-00983,2026-05-15,Radiologie,Après-midi,130.0,44.0,88.0,18.4,39.2,60.46,78.56,53451.33,27441.35,0,1,2.0,Normal,-26009.980000000003
HOSP-00984,2026-06-23,Bloc opératoire,Après-midi,83.0,32.0,99.0,14.1,72.1,,90.51,39381.8,59732.8,1,0,3.09,Normal,20351.0
HOSP-00985,2026-04-15,Cardiologie,Nuit,247.0,9.0,188.0,67.1,19.2,50.86,79.05,23326.77,45685.58,1,0,20.89,Normal,22358.81
HOSP-00986,2026-01-10,Urgences,Matin,229.0,9.0,177.0,63.6,64.8,81.33,88.42,11940.07,49007.11,0,0,19.67,Normal,37067.04
HOSP-00987,2026-04-04,Consultation,Matin,176.0,40.0,221.0,47.5,34.8,83.02,87.14,57890.19,13651.65,0,0,5.53,Sous tension,-44238.54
HOSP-00988,2026-05-05,Urgences,Nuit,198.0,40.0,189.0,65.2,37.2,58.14,60.9,6184.44,30176.23,1,0,4.72,Saturé,23991.79
HOSP-00989,2026-03-10,Bloc opératoire,Matin,143.0,44.0,119.0,51.5,75.7,45.38,81.12,32639.46,75888.35,1,1,2.7,Sous tension,43248.89000000001
HOSP-00990,2026-01-08,Urgences,Nuit,133.0,29.0,169.0,61.9,20.9,93.27,65.89,12087.96,80768.8,0,0,5.83,Saturé,68680.84
HOSP-00991,2026-01-13,Pédiatrie,Nuit,20.0,24.0,14.0,55.8,106.3,89.9,65.18,50716.06,8654.26,0,1,0.58,Critique,-42061.799999999996
HOSP-00992,2026-05-10,Cardiologie,Après-midi,87.0,28.0,65.0,68.2,52.2,69.43,79.15,26928.68,75113.68,0,1,2.32,Normal,48184.99999999999
HOSP-00993,2026-04-12,Cardiologie,Matin,193.0,23.0,171.0,21.9,59.9,64.7,91.62,44001.62,31942.51,0,1,7.43,Critique,-12059.110000000004
HOSP-00994,2026-03-28,Radiologie,Matin,110.0,30.0,104.0,57.4,58.3,56.01,64.57,41318.3,79831.87,3,1,3.47,Sous tension,38513.56999999999
HOSP-00995,2026-02-13,Urgences,Matin,195.0,19.0,195.0,21.8,81.1,73.55,96.27,19772.75,30462.78,0,3,10.26,Saturé,10690.029999999999
HOSP-00996,2026-04-24,Médecine interne,Nuit,28.0,11.0,37.0,64.6,36.9,97.46,70.2,36961.97,59883.23,2,1,3.36,Sous tension,22921.260000000002
HOSP-00997,2026-01-23,Pédiatrie,Après-midi,84.0,17.0,74.0,44.3,41.7,99.59,70.01,11341.81,55240.37,2,1,4.35,Sous tension,43898.560000000005
HOSP-00998,2026-02-01,Radiologie,Nuit,204.0,34.0,215.0,43.6,49.1,93.66,82.5,9459.67,29785.43,1,0,6.32,Normal,20325.760000000002
HOSP-00999,2026-02-15,Consultation,Après-midi,79.0,4.0,85.0,71.2,48.4,57.13,76.39,61566.6,53937.32,0,1,21.25,Normal,-7629.279999999999
HOSP-01000,2026-04-08,Cardiologie,Matin,244.0,25.0,262.0,76.1,66.8,83.69,82.7,46746.17,56674.51,0,0,10.48,Saturé,9928.340000000004
HOSP-01001,2026-01-15,Urgences,Nuit,228.0,14.0,232.0,71.4,85.3,67.56,68.93,31311.14,10355.74,0,1,16.57,Normal,-20955.4
HOSP-01002,2026-04-03,Cardiologie,Matin,223.0,8.0,262.0,67.3,51.3,82.44,55.84,10916.51,51351.19,0,1,32.75,Sous tension,40434.68
HOSP-01003,2026-01-18,Pédiatrie,Matin,196.0,25.0,209.0,74.4,62.5,98.98,81.25,49993.65,63463.69,0,2,8.36,Sous tension,13470.04
HOSP-01004,2026-05-29,Laboratoire,Nuit,247.0,38.0,266.0,12.8,71.7,95.48,83.5,32848.69,58957.64,0,1,7.0,Saturé,26108.949999999997
HOSP-01005,2026-05-24,Radiologie,Matin,249.0,38.0,271.0,43.0,32.2,83.84,75.8,61164.53,78240.06,1,3,7.13,Normal,17075.53
HOSP-01006,2026-02-09,Consultation,Nuit,171.0,42.0,173.0,8.0,89.7,63.31,86.05,57879.78,33695.49,1,1,4.12,Normal,-24184.29
HOSP-01007,2026-05-22,Laboratoire,Matin,180.0,13.0,150.0,75.7,33.3,67.41,59.71,17314.08,42074.5,1,0,11.54,Sous tension,24760.42
HOSP-01008,2026-02-06,Pédiatrie,Après-midi,142.0,38.0,190.0,42.0,69.2,104.27,85.25,12897.27,85164.61,1,0,5.0,Saturé,72267.34
HOSP-01009,2026-02-10,Laboratoire,Après-midi,185.0,34.0,182.0,25.9,69.8,57.44,91.54,23016.74,94981.93,0,3,5.35,Normal,71965.18999999999
HOSP-01010,2026-01-04,Urgences,Après-midi,178.0,35.0,157.0,26.3,52.3,56.97,83.61,38739.84,41865.7,2,0,4.49,Normal,3125.8600000000006
HOSP-01011,2026-02-19,Consultation,Matin,222.0,31.0,220.0,1.6,65.7,95.28,79.9,51322.24,36560.59,1,1,7.1,Sous tension,-14761.650000000001
HOSP-01012,2026-01-30,Cardiologie,Matin,106.0,43.0,100.0,49.3,43.7,82.62,84.01,32187.69,4931.34,2,0,2.33,Normal,-27256.35
HOSP-01013,2026-01-03,Bloc opératoire,Matin,252.0,3.0,304.0,136.2,48.8,79.15,57.81,10504.43,89699.44,1,2,101.33,Normal,79195.01000000001
HOSP-01014,2026-03-16,Médecine interne,Après-midi,243.0,8.0,259.0,76.2,39.8,88.76,73.57,45982.05,87779.39,0,1,32.38,Saturé,41797.34
HOSP-01015,2026-03-22,Cardiologie,Après-midi,186.0,28.0,153.0,62.6,64.1,100.53,71.77,57946.23,32990.28,0,0,5.46,Sous tension,-24955.950000000004
HOSP-01016,2026-01-01,Cardiologie,Matin,68.0,26.0,59.0,10.7,56.3,69.48,76.58,58594.44,87400.29,1,1,2.27,Normal,28805.84999999999
HOSP-01017,2026-03-27,Urgences,Matin,142.0,33.0,174.0,75.5,42.9,85.4,72.57,13006.27,22357.57,2,2,5.27,Normal,9351.3
HOSP-01018,2026-04-04,Cardiologie,Après-midi,110.0,26.0,78.0,18.5,33.7,61.9,99.0,62666.1,90075.56,0,0,3.0,Saturé,27409.46
HOSP-01019,2026-01-02,Radiologie,Nuit,238.0,9.0,155.0,68.3,36.7,54.98,99.0,55134.94,69285.72,0,1,17.22,Saturé,14150.779999999999
HOSP-01020,2026-04-29,Cardiologie,Après-midi,30.0,15.0,23.0,59.9,41.9,104.51,84.48,20835.14,74021.86,1,0,1.53,Sous tension,53186.72
HOSP-01021,2026-06-25,Radiologie,Matin,247.0,37.0,313.0,62.6,87.1,99.21,81.81,28486.96,75222.94,0,0,8.46,Normal,46735.98
HOSP-01022,2026-06-25,Urgences,Matin,51.0,23.0,33.0,33.2,21.9,77.81,78.01,51116.4,50189.97,0,2,1.43,Saturé,-926.4300000000003
HOSP-01023,2026-05-26,Radiologie,Après-midi,71.0,32.0,94.0,20.2,43.2,86.08,81.68,63878.41,63895.59,0,2,2.94,Saturé,17.179999999993015
HOSP-01024,2026-04-18,Pédiatrie,Nuit,38.0,30.0,33.0,57.3,46.2,69.2,71.35,44762.31,54339.47,0,0,1.1,Saturé,9577.160000000003
HOSP-01025,2026-03-25,Laboratoire,Matin,16.0,21.0,12.0,52.2,70.2,61.86,87.29,8303.06,33686.86,0,1,0.57,Saturé,25383.800000000003
HOSP-01026,2026-02-21,Urgences,Matin,43.0,13.0,52.0,71.5,66.0,91.14,77.55,65900.32,15476.3,0,0,4.0,Saturé,-50424.020000000004
HOSP-01027,2026-05-29,Pédiatrie,Après-midi,112.0,40.0,150.0,47.6,72.0,84.22,99.0,61101.94,37150.52,1,0,3.75,Saturé,-23951.420000000006
HOSP-01028,2026-01-19,Bloc opératoire,Matin,123.0,4.0,84.0,76.2,57.5,80.26,85.42,4872.77,30180.37,0,2,21.0,Critique,25307.6
HOSP-01029,2026-02-10,Urgences,Après-midi,90.0,21.0,77.0,34.3,53.9,65.25,78.39,57457.69,24391.12,0,2,3.67,Normal,-33066.57000000001
HOSP-01030,2026-01-18,Bloc opératoire,Nuit,31.0,12.0,37.0,38.5,67.1,80.12,82.7,55419.35,40572.66,1,2,3.08,Saturé,-14846.689999999995
HOSP-01031,2026-01-11,Pédiatrie,Matin,99.0,10.0,121.0,21.7,83.9,51.26,,64370.06,53150.18,0,1,12.1,Normal,-11219.879999999997
HOSP-01032,2026-05-11,Bloc opératoire,Matin,208.0,25.0,260.0,42.8,44.7,57.97,57.27,48107.35,20926.07,0,0,10.4,Sous tension,-27181.28
HOSP-01033,2026-05-10,Cardiologie,Matin,104.0,43.0,80.0,42.8,70.6,70.62,80.9,61661.3,24676.74,0,3,1.86,Sous tension,-36984.56
HOSP-01034,2026-04-09,Laboratoire,Matin,153.0,31.0,141.0,46.8,73.9,63.09,76.14,60836.43,55501.3,2,0,4.55,Normal,-5335.129999999997
HOSP-01035,2026-02-24,Consultation,Nuit,77.0,27.0,63.0,47.2,73.1,101.86,81.42,4283.71,32709.71,1,2,2.33,Normal,28426.0
HOSP-01036,2026-05-21,Bloc opératoire,Après-midi,76.0,16.0,67.0,,77.8,50.76,74.27,8161.44,49471.23,2,1,4.19,Critique,41309.79
HOSP-01037,2026-03-02,Pédiatrie,Nuit,102.0,6.0,106.0,86.3,85.3,94.93,75.67,60941.71,29412.76,0,1,17.67,Normal,-31528.95
HOSP-01038,2026-01-27,Consultation,Nuit,52.0,23.0,68.0,53.9,44.1,54.41,68.29,36996.45,86815.54,0,0,2.96,Critique,49819.09
HOSP-01039,2026-01-24,Pédiatrie,Après-midi,132.0,36.0,138.0,49.5,60.6,101.99,63.5,63085.32,66038.18,0,2,3.83,Normal,2952.8599999999933
HOSP-01040,2026-02-13,Urgences,Matin,144.0,15.0,187.0,59.2,29.3,48.74,43.5,56080.28,48727.37,0,0,12.47,Normal,-7352.909999999996
HOSP-01041,2026-02-22,Pédiatrie,Après-midi,126.0,22.0,100.0,62.6,41.5,69.8,92.04,43064.07,63334.22,0,0,4.55,Normal,20270.15
HOSP-01042,2026-03-29,Bloc opératoire,Après-midi,141.0,12.0,125.0,18.0,56.6,59.99,74.82,43878.8,15298.1,0,0,10.42,Saturé,-28580.700000000004
HOSP-01043,2026-06-12,Radiologie,Nuit,42.0,35.0,34.0,38.1,,60.04,58.15,34604.57,70700.87,0,1,0.97,Saturé,36096.299999999996
HOSP-01044,2026-03-17,Bloc opératoire,Après-midi,130.0,7.0,144.0,57.6,31.3,68.41,78.11,19715.09,19350.28,5,1,20.57,Normal,-364.8100000000013
HOSP-01045,2026-01-27,Bloc opératoire,Matin,76.0,28.0,75.0,94.4,40.1,49.71,62.75,43550.25,73373.94,0,1,2.68,Normal,29823.690000000002
HOSP-01046,2026-05-09,Pédiatrie,Nuit,31.0,39.0,39.0,61.4,38.1,56.41,83.15,31909.56,26145.76,0,0,1.0,Normal,-5763.800000000003
HOSP-01047,2026-05-27,Bloc opératoire,Nuit,44.0,13.0,47.0,47.4,30.8,75.05,71.63,18217.06,46068.36,1,0,3.62,Saturé,27851.3
HOSP-01048,2026-02-03,Radiologie,Matin,89.0,3.0,89.0,103.0,19.9,88.21,77.87,13858.04,28224.38,0,0,29.67,Saturé,14366.34
HOSP-01049,2026-05-02,Consultation,Après-midi,25.0,19.0,32.0,38.2,37.3,81.37,88.86,44153.81,17256.17,0,1,1.68,Normal,-26897.64
HOSP-01050,2026-04-03,Bloc opératoire,Nuit,212.0,41.0,215.0,64.9,54.0,87.89,76.26,35620.0,40183.85,0,1,5.24,Saturé,4563.8499999999985
HOSP-01051,2026-02-23,Radiologie,Après-midi,126.0,35.0,122.0,59.2,77.6,68.49,72.7,5059.39,16191.06,0,1,3.49,Normal,11131.669999999998
HOSP-01052,2026-05-11,Médecine interne,Après-midi,60.0,11.0,43.0,43.5,49.5,83.74,77.59,14301.3,93759.66,0,0,3.91,Saturé,79458.36
HOSP-01053,2026-01-21,Cardiologie,Nuit,241.0,3.0,286.0,144.6,59.2,71.48,66.6,14608.06,69558.84,1,0,95.33,Normal,54950.78
HOSP-01054,2026-01-11,Médecine interne,Nuit,237.0,43.0,155.0,54.1,7.0,68.23,90.23,33628.69,14899.02,0,1,3.6,Normal,-18729.670000000002
HOSP-01055,2026-03-27,Pédiatrie,Après-midi,84.0,40.0,60.0,10.1,49.3,82.38,99.0,35837.68,23751.74,1,1,1.5,Normal,-12085.939999999999
HOSP-01056,2026-01-21,Bloc opératoire,Après-midi,181.0,37.0,187.0,65.2,57.6,61.04,66.73,25837.51,23015.52,2,0,5.05,Sous tension,-2821.989999999998
HOSP-01057,2026-05-12,Bloc opératoire,Après-midi,152.0,15.0,200.0,60.2,90.6,45.58,81.23,9983.56,62406.88,0,2,13.33,Saturé,52423.32
HOSP-01058,2026-06-29,Cardiologie,Matin,210.0,24.0,144.0,28.1,44.0,82.92,64.87,55981.08,50020.29,0,2,6.0,Saturé,-5960.790000000001
HOSP-01059,2026-02-12,Bloc opératoire,Après-midi,153.0,16.0,178.0,28.9,43.0,73.14,70.95,21939.46,57243.01,1,0,11.12,Normal,35303.55
HOSP-01060,2026-01-27,Radiologie,Après-midi,32.0,29.0,38.0,27.2,50.5,63.57,66.07,52472.73,77074.83,1,1,1.31,Normal,24602.1
HOSP-01061,2026-05-08,Radiologie,Matin,15.0,38.0,15.0,20.9,52.5,51.17,68.77,35373.61,67470.27,0,0,0.39,Saturé,32096.660000000003
HOSP-01062,2026-06-28,Bloc opératoire,Après-midi,28.0,35.0,25.0,40.3,55.3,95.32,69.3,12322.49,16138.87,1,0,0.71,Normal,3816.380000000001
HOSP-01063,2026-01-25,Urgences,Nuit,132.0,22.0,113.0,74.5,54.5,76.13,83.33,11464.48,40534.8,1,0,5.14,Normal,29070.320000000003
